Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src
maltesers-friends-box,Maltesers Friends Box,73g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,73,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1771314777-Maltesers Friends Box 73g.jfif?q=10
lindt-lindor-hazelnut-bar,Lindt Lindor Hazelnut Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1750127953-Lindt Lindor Hazelnut Bar 100g.webp?q=10
lindt-lindor-salted-caramel-bar,Lindt Lindor Salted Caramel Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1750127945-Lindt Lindor salted caramel Bar 100g.webp?q=10
alpenlible-smoth-candys-pouch-caramel-125g,Alpenlible Smoth candys Pouch caramel 125g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1781664406-AlpenlibleSmothcandysPouchcaramel125g.jfif?q=10
lindt-excellence-orange-intense-dark-chocolate-bar,Lindt Excellence Orange Intense Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1750127935-Lindt Excellence Orange Intense Dark Chocolate Bar 100g.webp?q=10
torras-zero-sugar-85-dark-chocolate,Torras Zero sugar 85% dark chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916477-Torras Zero suger 85drak chocolate 75g.jpg?q=10
lindt-excellence-chilli-intense-dark-chocolate-bar,Lindt Excellence Chilli Intense Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1750127924-Lindt Excellence Chilli Intense Dark Chocolate Bar 100g.webp?q=10
torras-zero-sugar-95-dark-chocolate,Torras Zero sugar 95% dark chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916560-Torras Zero suger 95dark chocolate 75g.jpg?q=10
torras-zero-sugar-negro-dark-chocolate,Torras Zero sugar Negro Dark chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916627-Torras Zero suger Negro Dark chocolate 75g.jpg?q=10
torras-zero-sugar-dark-apple-chocolate,Torras Zero sugar Dark & Apple chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916687-Torras Zero suger Dark  Apple chocolate 75g.jpg?q=10
kinder-bueno-milk-chocolate,Kinder Bueno Milk Chocolate,43g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,43,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1732513512-Kinder Bueno Milk Chocolate.jpg?q=10
torras-zero-sugar-dark-banana-chocolate,Torras Zero sugar Dark & banana chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916755-Torras Zero suger Dark  banana chocolate 75g.jpg?q=10
kinder-bueno-white-chocolate,Kinder Bueno White Chocolate,39gm,Candyshop,General,"General, Imported",TRUE,Title,Default Title,39,shopify,100,deny,manual,670,TRUE,TRUE,https://assets.indolj.io/upload/1732602483-Kinder.jpg?q=10
alpenlible-smoth-candys-pouch-strawberry-125g,Alpenlible Smoth candys Pouch Strawberry 125g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1781664492-AlpenlibleSmothcandysPouchStrawberry125g.jfif?q=10
torras-zero-sugar-dark-coffee-chocolate,Torras Zero sugar Dark & Coffee chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916936-Torras-Zero-suger-Dark--Coffee-chocolate-75g.jpg?q=10
lindt-excellence-90-intense-dark-chocolate-bar,Lindt Excellence 90% Intense Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1750127915-Lindt Excellence 90 Intense Dark Chocolate Bar 100g.webp?q=10
torras-zero-sugar-dark-mint-chocolate,Torras Zero sugar Dark Mint chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761916982-Torras Zero suger Dark Mint chocolate 75g.jpg?q=10
kinder-cards,Kinder Cards,20g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,20,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1732513808-Kinder Cards Chocolate.jpeg?q=10
torras-zero-suger-white-chocolate,Torras Zero suger white chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917037-Torras Zero suger white chocolate 75g.jpg?q=10
lindt-excellence-85-intense-dark-chocolate-bar,Lindt Excellence 85% Intense Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1750127879-Lindt Excellence 85Intense Dark Chocolate Bar 100g.webp?q=10
torras-zero-sugar-white-kiwi-chocolate,Torras Zero sugar White & Kiwi chocolate,"
75g",Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917379-Torras Zero suger White  Kiwi chocolate 75g.jpg?q=10
torras-zero-sugar-dark-mango-chocolate,Torras Zero sugar Dark & Mango chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917216-Torras Zero suger Dark  Mango chocolate 75g.jpg?q=10
kinder-chocolate-bars,Kinder Chocolate Bars,T4,Candyshop,General,"General, Imported",TRUE,Title,Default Title,4,shopify,100,deny,manual,740,TRUE,TRUE,https://assets.indolj.io/upload/1732513676-Kinder Chocolate 8bars.jpg?q=10
torras-zero-sugar-milk-hazelnut-chocolate,Torras Zero sugar milk & Hazelnut chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917444-Torras Zero suger milk Hazelnut chocolate 75g.jpg?q=10
ferrero-rocher-t3,Ferrero Rocher T3,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,890,TRUE,TRUE,https://assets.indolj.io/upload/1763034130-Ferrero Raffaello 150g.jfif?q=10
godiva-dubble-choco-bar-35gm,Godiva Dubble Choco Bar 35gm,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1781664536-GodivaDubbleChocoBar35gm.jfif?q=10
torras-zero-sugar-dark-coca-nibes,Torras Zero sugar Dark & Coca Nibes,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917528-Torras Zero suger Dark  coca Nibes 75g.jpg?q=10
kinder-joy-girl,Kinder Joy girl,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,630,TRUE,TRUE,https://assets.indolj.io/upload/1732373260-Kinder Joy With Surprise For Girl 20g.jpeg?q=10
torras-zero-sugar-72-dark-chocolate,Torras Zero sugar 72% Dark chocolate,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,1240,TRUE,TRUE,https://assets.indolj.io/upload/1761917630-Torras Zero suger 72Dark chocolate 75g.jpg?q=10
phd-smart-peanut-butter-bar-64g,PHD Smart Peanut butter Bar 64g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1776950164-Chocolates.png?q=10
kitkat-miniatures-milk-chocolate-pouch,Kitkat Miniatures Milk Chocolate Pouch,84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1360,TRUE,TRUE,https://assets.indolj.io/upload/1761917712-Kitkat Miniatures Milk Chocolate Pouch 84g.jpg?q=10
kinder-joy-boy,Kinder Joy Boy,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,630,TRUE,TRUE,https://assets.indolj.io/upload/1732373299-Kinder-Joy-With-Surprise-For-Boy-20g.jpg?q=10
phd-smart-dark-cc-bar-64g,PHD Smart Dark C&C Bar 64g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1776949133-PHDSmartDarkCCBar64g.jfif?q=10
godiva-cappuccino-creamy-choco-bar-35gm,Godiva Cappuccino Creamy Choco Bar 35gm,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1781664599-GodivaCappuccinoCreamyChocoBar35gm.jfif?q=10
phd-smart-salted-caramel-bar-64g,PHD Smart Salted caramel Bar 64g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1776949233-PHDSmartSaltedcaramelBar64g.jfif?q=10
phd-smart-dark-raspberry-bar-64g,PHD Smart Dark Raspberry Bar 64g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1776949189-PHDSmartDarkRaspberryBar64g.jfif?q=10
kitkat-miniatures-hazelnut-chocolate,Kitkat Miniatures Hazelnut Chocolate,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1360,TRUE,TRUE,https://assets.indolj.io/upload/1761917775-Kitkat Miniatures Hazelnut Chocolate 64g.jpg?q=10
daim-choco-pack-of-3-84g,Daim Choco Pack of 3 84g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1776948956-DaimChocoPackof384g.jfif?q=10
kitkat-miniatures-caramel-chocolate-pouch,Kitkat Miniatures Caramel Chocolate Pouch,84g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,84,shopify,100,deny,manual,1360,TRUE,TRUE,https://assets.indolj.io/upload/1761917868-Kitkat Miniatures Caramel Chocolate Pouch 84g.jpg?q=10
lindt-swiss-classic-milk-chocolate-bar,Lindt Swiss Classic Milk Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732514025-Lindt Swiss Classic Milk Chocolate Bar.jpg?q=10
milka-oreo-chocolate-45g,Milka Oreo Chocolate 45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1776949078-MilkaOreoChocolate45g.jfif?q=10
ritter-sports-alpenmilch,Ritter Sports Alpenmilch,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761917955-Ritter Sport Alpenmilch 100g.jpg?q=10
milka-choco-wafer-30g,Milka Choco Wafer 30g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1776949037-MilkaChocoWafer30g.jfif?q=10
ritter-sport-dark-whole-almonds,Ritter Sport Dark Whole Almonds,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918006-Ritter Sport Dark Whole Almonds 100g.jpg?q=10
lindt-swiss-classic-white-chocolate-bar,Lindt Swiss Classic White Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732514087-Lindt Swiss Classic White Chocolate Bar.jpg?q=10
bounty-minis-pouch-9p,Bounty minis Pouch 9P,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2990,TRUE,TRUE,https://assets.indolj.io/upload/1776948816-BountyminisPouch9P.jfif?q=10
godiva-salted-caramel-choco-bar-32gm,Godiva Salted Caramel Choco Bar 32gm,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1050,TRUE,TRUE,https://assets.indolj.io/upload/1781664645-GodivaSaltedCaramelChocoBar32gm.jfif?q=10
ritter-sport-raisin-hazel,Ritter Sport Raisin Hazel,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918086-Ritter Sport RaisinHazel 100g.jpg?q=10
lindt-swiss-classic-crunchy-milk-chocolate-bar,Lindt Swiss Classic Crunchy Milk Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732514149-Lindt Swiss Classic Crunchy Milk Chocolate Bar.png?q=10
snickers-minis-pouch-11p,Snickers minis Pouch 11P,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2990,TRUE,TRUE,https://assets.indolj.io/upload/1776949277-SnickersminisPouch11P.jfif?q=10
ritter-sport-marzipan,Ritter Sport Marzipan,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918134-Ritter Sport Marzipan 100g.jpg?q=10
mars-minis-pouch-11p,Mars minis Pouch 11P,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2990,TRUE,TRUE,https://assets.indolj.io/upload/1776948992-MarsminisPouch11P.jfif?q=10
ritter-sport-edel-voll,Ritter Sport Edel Voll,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918186-Ritter Sport Edel Voll 100g.jpg?q=10
lindt-swiss-classic-double-milk-chocolate-bar,Lindt Swiss Classic Double Milk Chocolate Bar, 100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732514526-Lindt Swiss Classic Double Milk ChocolateA.jpg?q=10
godiva-milk-choco-bar-32gm,Godiva Milk Choco Bar 32gm,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,1050,TRUE,TRUE,https://assets.indolj.io/upload/1781664712-GodivaMilkChocoBar32gm.jfif?q=10
ritter-sport-nugat,Ritter Sport Nugat,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918295-Ritter Sport Nugat 100g.jpg?q=10
lindt-swiss-classic-almond-amandes-chocolate-bar,Lindt Swiss Classic Almond Amandes Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732514673-Lindt Swiss Classic Almond Amandes Chocolate Bar.jpg?q=10
lindt-excellence-intense-orange-dark-chocolate-bar,Lindt Excellence Intense Orange Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732514805-Lindt Excellence.jpeg?q=10
ritter-sport-weisse-voll-nuss,Ritter Sport Weisse Voll Nuss,100gm,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918357-Ritter Sport Weisse Voll Nuss 100gm.jpg?q=10
lindt-excellence-sea-salt-dark-noir-chocolate-bar,Lindt Excellence Sea Salt Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732514874-Lindt Excellence Sea Salt Dark Noir Chocolate Bar.jpg?q=10
lindt-excellence-70-cocoa-intense-dark-chocolate-bar,Lindt Excellence 70% Cocoa Intense Dark Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732515651-Lindt Excellence A.jpg?q=10
godiva-milk-choco-90g,Godiva Milk Choco 90g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2490,TRUE,TRUE,https://assets.indolj.io/upload/1781664762-GodivaMilkChoco90g.jfif?q=10
ritter-sport-whitecrisp,Ritter Sport WhiteCrisp, 100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1390,TRUE,TRUE,https://assets.indolj.io/upload/1761918407-Ritter Sport WhiteCrisp 100g.jpg?q=10
maltesers-teasers-bar,Maltesers Teasers Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,1850,TRUE,TRUE,https://assets.indolj.io/upload/1761918460-Maltesers Teasers Bar 100g.jpg?q=10
lindt-excellence-mixed-seeds-dark-noir-chocolate-bar,Lindt Excellence Mixed Seeds Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732515609-Lindt Excellence Mixed Seeds Dark Noir.jpg?q=10
rolo-pouch-103g,Rolo Pouch 103g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,2050,TRUE,TRUE,https://assets.indolj.io/upload/1781664839-RoloPouch103g.jfif?q=10
lindt-excellence-mango-almond-dark-noir-chocolate-bar,Lindt Excellence Mango & Almond Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732515546-Lindt Excellence MangoA.jpg?q=10
hersheys-milk-chocolate-with-almond-king-size,Hersheys Milk Chocolate With Almond king size,73g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,73,shopify,100,deny,manual,1190,TRUE,TRUE,https://assets.indolj.io/upload/1761918517-Hersheys Milk Chocolate With Alomnd king size 73g.jpg?q=10
lindt-excellence-madagascar-70-cacao-dark-noir-chocolate-bar,Lindt Excellence Madagascar 70% Cacao Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732790393-lindt madagascar.webp?q=10
lindt-excellence-90-cacao-noir-prodigieux-chocolate-bar,Lindt Excellence 90% Cacao Noir Prodigieux Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732602579-KAA.jpg?q=10
hersheys-milk-chocolate-king-size,Hersheys Milk Chocolate king size,73g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,73,shopify,100,deny,manual,1190,TRUE,TRUE,https://assets.indolj.io/upload/1761918732-Hersheys-Milk-Chocolate-king-size-73g.jpg?q=10
lindt-excellence-cranberry-nuts-dark-noir-chocolate-bar,Lindt Excellence Cranberry & Nuts Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732515307-Lindt Excellence Cranberry.png?q=10
lindt-excellence-chili-piment-rouge-dark-noir-chocolate-bar,Lindt Excellence Chili Piment Rouge Dark Noir Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2500,TRUE,TRUE,https://assets.indolj.io/upload/1732515247-Lindt Excellence Chili Piment Rouge Dark Noir Chocolate Bar.jpg?q=10
after-eight,After Eight,200g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,2950,TRUE,TRUE,https://assets.indolj.io/upload/1761918825-After-Eight-200g.jpg?q=10
lindt-lindor-double-chocolate-bar,Lindt Lindor Double Chocolate Bar,100g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,100,shopify,100,deny,manual,2250,TRUE,TRUE,https://assets.indolj.io/upload/1732515188-Lindt Lindor Double Chocolate Bar.png?q=10
hersheys-dark-chocolate-bar,Hersheys Dark Chocolate Bar,40g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,40,shopify,100,deny,manual,640,TRUE,TRUE,https://assets.indolj.io/upload/1752371779-Hersheys Dark Chocolate Bar 40g.webp?q=10
